0.70046,0.25526,0.77491,0.71958
0.24957,0.61576,0.22337,0.55153
0.13779,0.5303,0.15292,0.50833
0.42846,0.69746,0.35739,0.63756
0.15028,0.58586,0.14605,0.57558
0.035392,0.66536,0.042955,0.64423
0.61814,0.29739,0.67182,0.69962
0.45888,0.75911,0.37457,0.74886
0.46609,0.46225,0.51203,0.72408
0.1512,0.6887,0.1512,0.70787
0.48511,0.53575,0.40378,0.71186
0.59478,0.61818,0.45704,0.84644
0.27829,0.59358,0.31443,0.60462
0.27023,0.64292,0.31271,0.7418
0.42419,0.33189,0.50172,0.69454
0.05094,0.6268,0.065292,0.55128
0.15325,0.57244,0.15636,0.52989
0.015596,0.66791,0.015464,0.45
0.08824,0.61735,0.11684,0.73913
0.10432,0.62903,0.12199,0.60417
0.11355,0.60967,0.14261,0.44048
0.62982,0.61181,0.50859,0.78788
0.38758,0.87597,0.311,0.78022
0.28539,0.45411,0.29725,0.61207
0.41848,0.38019,0.50172,0.61092
0.14009,0.69749,0.12371,0.61301
0.10337,0.61074,0.09622,0.52632
0.57147,0.7188,0.47251,0.73279
0.17481,0.59939,0.19416,0.41667
0.0774,0.75044,0.061856,0.73649
0.33497,0.60452,0.26289,0.65747
0.167,0.75939,0.13746,0.69753
0.19514,0.61368,0.16495,0.6134
0.013641,0.64731,0.010309,0.42857
0.010736,0.65179,0.017182,0.29545
0.015918,0.65012,0.020619,0.28846
0.010463,0.66065,0.012027,0.3125
0.2002,0.56766,0.20447,0.50208
0.16713,0.65714,0.14777,0.56609
0.094974,0.65276,0.09622,0.47368
0.066114,0.60055,0.061856,0.52027
0.30566,0.64175,0.25258,0.70101
0.080331,0.63865,0.06701,0.5
0.17273,0.66958,0.13402,0.58544
0.15963,0.76456,0.13574,0.7625
0.057394,0.68571,0.044674,0.63889
0.28316,0.80222,0.2268,0.65038
0.27001,0.76429,0.19931,0.7735
0.16299,0.62331,0.13746,0.58025
1,0.30039,1,0.83962
0.17774,0.64453,0.13746,0.6142
0.19888,0.81771,0.15464,0.69231
0.20414,0.63282,0.21821,0.48828
0.21356,0.6134,0.17698,0.5601
0.30376,0.59656,0.2543,0.67617
0.76201,0.67209,0.67526,0.76523
0.081089,0.69697,0.06701,0.75
0.38136,0.75228,0.29897,0.66143
0.16308,0.7678,0.14089,0.76506
0.12772,0.74638,0.10825,0.75391
0.11768,0.72879,0.099656,0.7161
0.23216,0.60539,0.21649,0.53543
0.15174,0.64077,0.13918,0.52439
0.64478,0.71682,0.48454,0.86131
0.23845,0.71105,0.19588,0.63478
0.31037,0.64454,0.27663,0.63735
0.18158,0.61131,0.17526,0.51214
0.2734,0.59337,0.22852,0.60448
0.65365,0.73083,0.54983,0.7134
0.46925,0.74227,0.42955,0.66534
0.45959,0.67776,0.37629,0.69545
0.24879,0.68045,0.21993,0.54845
0.26819,0.68194,0.21821,0.61719
0.01367,0.66319,0.010309,0.5
0.0097151,0.65374,0.0068729,0.5
0.12353,0.68479,0.091065,0.60185
0.28936,0.63746,0.25773,0.56954
0.049228,0.63835,0.054983,0.36364
0.68571,0.6445,0.5756,0.76116
0.1163,0.64801,0.11512,0.44118
0.24693,0.74211,0.18729,0.63864
0.53461,0.66133,0.44674,0.68008
0.36186,0.7678,0.30069,0.76562
0.032099,0.63583,0.02921,0.5
0.1097,0.64955,0.097938,0.50862
0.28793,0.80985,0.25601,0.735
0.31443,0.69913,0.2354,0.72645
0.41195,0.70952,0.36426,0.63498
0.60353,0.84244,0.47079,0.78455
0.17098,0.63982,0.16151,0.51316
0.30247,0.71965,0.24399,0.64685
0.22033,0.65148,0.17698,0.65385
0.1828,0.55503,0.19072,0.6808
0.2383,0.66002,0.23368,0.5219
0.45601,0.61615,0.37457,0.7032
0.61659,0.63402,0.50515,0.75169
0.53202,0.77894,0.43814,0.69824
0.79958,0.72216,0.66838,0.82244
0.37097,0.7789,0.29381,0.67733
0.80094,0.32602,0.87113,0.78888
0.14494,0.68308,0.12371,0.56507
0.098193,0.68296,0.091065,0.53241
0.017119,0.64297,0.024055,0.21667
0.0037568,0.65236,0.0068729,0.1
0.094672,0.58521,0.12543,0.39189
0.091335,0.55512,0.12027,0.47183
0.063896,0.61007,0.070447,0.625
0.095799,0.60592,0.10997,0.51923
0.20677,0.54539,0.22165,0.60769
0.044342,0.65808,0.051546,0.37903
0.38313,0.33944,0.46564,0.62132
0.022096,0.63654,0.032646,0.3625
0.016615,0.65937,0.013746,0.77778
0.14725,0.70449,0.1134,0.86194
0.032555,0.66484,0.024055,0.68333
0.18511,0.64766,0.21306,0.706
0.56413,0.10019,0.64777,0.67328
0.39195,0.28992,0.50172,0.55375
0.011701,0.66585,0.0051546,0.875
0.073991,0.58232,0.1134,0.3097
0.61042,0.20545,0.7354,0.60956
0.12247,0.54493,0.18041,0.33491
0.17487,0.45932,0.19588,0.5587
0.30782,0.5697,0.31959,0.76337
0.36776,0.2865,0.41753,0.63934
0.13229,0.49513,0.16495,0.70103
0.71127,0.51162,0.7079,0.82082
0.13873,0.60522,0.10997,0.63462
0.20735,0.53449,0.21993,0.70543
0.025107,0.65613,0.037801,0.31522
0.20869,0.8506,0.16151,0.68158
0.54764,0.88852,0.42096,0.76931
0.36116,0.89719,0.2921,0.71784
0.44782,0.97598,0.33849,0.82323
0.54528,0.94524,0.4433,0.74228
0.24289,0.87273,0.17869,0.78095
0.27686,0.64795,0.2921,0.72515
0.023836,0.64175,0.030928,0.39474
0.090703,0.6693,0.084192,0.445
0.10978,0.6447,0.10309,0.55328
0.16688,0.75501,0.12199,0.625
0.10479,0.68066,0.09622,0.51754
0.46218,0.76215,0.37973,0.69144
0.50916,0.61147,0.41581,0.71811
0.088571,0.63828,0.10997,0.36154
0.0076227,0.64317,0.015464,0.375
0.27409,0.33835,0.31615,0.61757
0.17398,0.45045,0.21821,0.55078
0.030734,0.64982,0.037801,0.5
0.25382,0.47068,0.26804,0.70701
0.52219,0.44873,0.55842,0.65798
